lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.0813269,-75.0900635,HUNTINGDON PIKE & S SYLVANIA AVE;  ROCKLEDGE; Station 382; 2018-08-08 @ 13:44:41;,19046.0,EMS: GENERAL WEAKNESS,2018-08-08 13:44:41,ROCKLEDGE,HUNTINGDON PIKE & S SYLVANIA AVE,1
40.1254243,-75.406986,S TROOPER RD & FORGE AVE; WEST NORRITON; 2016-04-27 @ 10:49:02;,19403.0,Traffic: VEHICLE ACCIDENT -,2016-04-27 10:49:02,WEST NORRITON,S TROOPER RD & FORGE AVE,1
40.089973,-75.1410849,FERNBROOK AVE & MAPLE AVE;  CHELTENHAM; Station 358A; 2017-10-31 @ 10:24:49;,19095.0,EMS: ALTERED MENTAL STATUS,2017-10-31 10:24:49,CHELTENHAM,FERNBROOK AVE & MAPLE AVE,1
40.2489293,-75.6609923,SHOEMAKER RD & W KING ST;  POTTSTOWN; Station 329; 2017-01-30 @ 12:07:56;,19464.0,EMS: CARDIAC EMERGENCY,2017-01-30 12:07:56,POTTSTOWN,SHOEMAKER RD & W KING ST,1
40.1506497,-75.1113177,FAIRHILL ST & MAPLE ST;  UPPER MORELAND; Station 381; 2017-04-09 @ 17:41:11;,19090.0,EMS: SYNCOPAL EPISODE,2017-04-09 17:41:11,UPPER MORELAND,FAIRHILL ST & MAPLE ST,1
40.1330032,-75.3120437,CAROL LN & OLD ARCH RD; EAST NORRITON; 2016-10-01 @ 10:47:11-Station:STA61;,19401.0,Fire: FIRE ALARM,2016-10-01 10:47:11,EAST NORRITON,CAROL LN & OLD ARCH RD,1
40.1682649,-75.0907051,BYBERRY AVE; HATBORO; 2020-05-20 @ 15:47:42-Station:STA95;,19040.0,Fire: VEHICLE ACCIDENT,2020-05-20 15:47:42,HATBORO,BYBERRY AVE,1
40.3448992,-75.5672942,LITTLE RD & WOODLAND RD; NEW HANOVER; 2016-05-31 @ 13:18:36;,19504.0,Traffic: ROAD OBSTRUCTION -,2016-05-31 13:18:36,NEW HANOVER,LITTLE RD & WOODLAND RD,1
40.3378613,-75.5906275,CONGO RD & LINSENBEIDLER RD;  DOUGLASS; Station 332; 2018-03-21 @ 17:45:12;,19525.0,EMS: MATERNITY,2018-03-21 17:45:12,DOUGLASS,CONGO RD & LINSENBEIDLER RD,1
40.3729915,-75.5381695,WILD RUN RD & BOWERS MILL RD;  DOUGLASS; Station 7A505; 2018-11-18 @ 19:20:43;,18073.0,EMS: SUBJECT IN PAIN,2018-11-18 19:20:43,DOUGLASS,WILD RUN RD & BOWERS MILL RD,1
40.2582531,-75.2482301,BETHLEHEM PIKE & TAYLOR RD;  MONTGOMERY; Station 345; 2016-01-16 @ 10:22:44;,19446.0,EMS: DIZZINESS,2016-01-16 10:22:44,MONTGOMERY,BETHLEHEM PIKE & TAYLOR RD,1
40.2470749,-75.3054358,ALLENTOWN RD & WOODLAWN DR;  TOWAMENCIN; Station 345B; 2016-05-23 @ 20:02:52;,19446.0,EMS: CARDIAC EMERGENCY,2016-05-23 20:02:52,TOWAMENCIN,ALLENTOWN RD & WOODLAWN DR,1
40.1348567,-75.3954895,HESTON AVE & MILL RD; WEST NORRITON; 2020-04-04 @ 12:55:34-Station:STA46;,19403.0,Fire: CARBON MONOXIDE DETECTOR,2020-04-04 12:55:34,WEST NORRITON,HESTON AVE & MILL RD,1
40.1335723,-75.4515182,CRESSON BLVD & EGYPT RD; UPPER PROVIDENCE; 2019-06-01 @ 14:31:44-Station:STA99;,19426.0,Fire: FIRE ALARM,2019-06-01 14:31:44,UPPER PROVIDENCE,CRESSON BLVD & EGYPT RD,1
40.129538,-75.3246363,JOHNSON HWY & DEKALB ST;  EAST NORRITON; Station 308; 2020-01-24 @ 15:04:54;,19401.0,EMS: GENERAL WEAKNESS,2020-01-24 15:04:54,EAST NORRITON,JOHNSON HWY & DEKALB ST,1
40.0249667,-75.2829046,RIGHTERS FERRY RD & RR OVERPASS;  LOWER MERION; Station 313; 2016-09-06 @ 13:44:42;,,EMS: VEHICLE ACCIDENT,2016-09-06 13:44:42,LOWER MERION,RIGHTERS FERRY RD & RR OVERPASS,1
40.0828901,-75.1781989,IVY HILL RD & BAYARD ST;  SPRINGFIELD; Station 311; 2016-12-21 @ 20:10:28;,19150.0,EMS: RESPIRATORY EMERGENCY,2016-12-21 20:10:28,SPRINGFIELD,IVY HILL RD & BAYARD ST,1
40.1027154,-75.3088198,RIDGE PIKE & INDUSTRIAL WAY;  PLYMOUTH; Station 308; 2020-02-25 @ 13:45:07;,19428.0,EMS: CVA/STROKE,2020-02-25 13:45:07,PLYMOUTH,RIDGE PIKE & INDUSTRIAL WAY,1
40.1343089,-75.1174195,ROCKWELL RD & TREMONT AVE;  ABINGTON; Station 381; 2016-07-08 @ 20:24:13;,19001.0,EMS: RESPIRATORY EMERGENCY,2016-07-08 20:24:13,ABINGTON,ROCKWELL RD & TREMONT AVE,1
40.1233907,-75.3369417,E WOOD ST & POWELL ST; NORRISTOWN; 2016-05-31 @ 22:20:44;,19401.0,Traffic: VEHICLE ACCIDENT -,2016-05-31 22:20:44,NORRISTOWN,E WOOD ST & POWELL ST,1
40.1553689,-75.1243525,RUSSELL RD & ANDREA DR;  UPPER MORELAND; Station 381; 2017-03-01 @ 08:45:27;,19090.0,EMS: RESPIRATORY EMERGENCY,2017-03-01 08:45:27,UPPER MORELAND,RUSSELL RD & ANDREA DR,1
40.3470978,-75.3858623,RIDGE RD & COUNTRY VIEW WAY; SALFORD; 2018-09-28 @ 15:08:26;,18969.0,Traffic: VEHICLE ACCIDENT -,2018-09-28 15:08:26,SALFORD,RIDGE RD & COUNTRY VIEW WAY,1
40.1082672,-75.3062326,CONSHOHOCKEN RD & RR UNDERPASS; PLYMOUTH; 2018-06-04 @ 06:33:33;,,Traffic: VEHICLE ACCIDENT -,2018-06-04 06:33:33,PLYMOUTH,CONSHOHOCKEN RD & RR UNDERPASS,1
40.16474,-75.2827808,ARDWAY RD & PARKWOOD RD;  WHITPAIN; Station 385; 2019-03-09 @ 20:06:32;,19422.0,EMS: FALL VICTIM,2019-03-09 20:06:32,WHITPAIN,ARDWAY RD & PARKWOOD RD,1
40.1392761,-75.2477818,HEDGEROW CT & SPLITRAIL LN;  WHITPAIN; Station 385; 2017-05-13 @ 23:35:45;,19422.0,EMS: SYNCOPAL EPISODE,2017-05-13 23:35:45,WHITPAIN,HEDGEROW CT & SPLITRAIL LN,1
40.1268942,-75.360835,W MARSHALL ST;  NORRISTOWN; Station 308A; 2018-06-22 @ 16:10:03;,,EMS: ASSAULT VICTIM,2018-06-22 16:10:03,NORRISTOWN,W MARSHALL ST,1
40.2578785,-75.2809018,SCHWAB RD & MOYER RD;  HATFIELD TOWNSHIP; Station 345; 2019-08-22 @ 20:16:11;,19440.0,EMS: VEHICLE ACCIDENT,2019-08-22 20:16:11,HATFIELD TOWNSHIP,SCHWAB RD & MOYER RD,1
40.2363777,-75.2750299,E MAIN ST & CHURCH RD; LANSDALE; 2017-12-12 @ 11:52:23;,19446.0,Traffic: VEHICLE ACCIDENT -,2017-12-12 11:52:23,LANSDALE,E MAIN ST & CHURCH RD,1
40.2544257,-75.5790074,SNELL RD & N SANATOGA RD;  LOWER POTTSGROVE; Station 329B; 2019-09-30 @ 10:14:39;,19464.0,EMS: FALL VICTIM,2019-09-30 10:14:39,LOWER POTTSGROVE,SNELL RD & N SANATOGA RD,1
40.1734648,-75.3579084,N TROOPER RD; WORCESTER; 2015-12-11 @ 17:25:40-Station:STA83;,19403.0,Fire: FIRE SPECIAL SERVICE,2015-12-11 17:25:40,WORCESTER,N TROOPER RD,1
40.2421914,-75.2847748,MAIN ST & WALNUT ST; LANSDALE; 2018-01-29 @ 11:07:34-Station:STA14;,19446.0,Fire: FIRE ALARM,2018-01-29 11:07:34,LANSDALE,MAIN ST & WALNUT ST,1
40.251523,-75.329557,BERWICK PL & DEAD END; TOWAMENCIN; 2016-06-09 @ 17:02:25;,,Traffic: DISABLED VEHICLE -,2016-06-09 17:02:25,TOWAMENCIN,BERWICK PL & DEAD END,1
40.0492829,-75.1115605,LANFAIR RD & ROWLAND AVE; CHELTENHAM; 2020-06-04 @ 10:43:06;,19012.0,Traffic: ROAD OBSTRUCTION -,2020-06-04 10:43:06,CHELTENHAM,LANFAIR RD & ROWLAND AVE,1
40.2536014,-75.5247048,GAME FARM RD & NEIFFER RD; LIMERICK; 2016-02-06 @ 23:37:58;,19473.0,Traffic: HAZARDOUS ROAD CONDITIONS -,2016-02-06 23:37:58,LIMERICK,GAME FARM RD & NEIFFER RD,1
40.2659446,-75.2771874,COWPATH RD;  HATFIELD TOWNSHIP; Station 345; 2018-01-19 @ 10:38:14;,,EMS: BUILDING FIRE,2018-01-19 10:38:14,HATFIELD TOWNSHIP,COWPATH RD,1
40.0241857,-75.284336,MILL CREEK RD & OLD GULPH RD; LOWER MERION; 2019-12-19 @ 11:45:26;,19035.0,Traffic: DISABLED VEHICLE -,2019-12-19 11:45:26,LOWER MERION,MILL CREEK RD & OLD GULPH RD,1
40.2402334,-75.2446059,NORTH WALES RD & HARBOB LN;  MONTGOMERY; Station 345A; 2017-05-22 @ 14:40:28;,19454.0,EMS: FALL VICTIM,2017-05-22 14:40:28,MONTGOMERY,NORTH WALES RD & HARBOB LN,1
40.0780285,-75.3021803,E 6TH AVE & FAYETTE ST; CONSHOHOCKEN; 2016-11-06 @ 15:52:18;,19428.0,Traffic: VEHICLE ACCIDENT -,2016-11-06 15:52:18,CONSHOHOCKEN,E 6TH AVE & FAYETTE ST,1
40.2459704,-75.652817,HIGH ST & S YORK ST;  POTTSTOWN; Station 329; 2019-11-10 @ 22:51:01;,19464.0,EMS: SUBJECT IN PAIN,2019-11-10 22:51:01,POTTSTOWN,HIGH ST & S YORK ST,1
40.143183,-75.11915,PARK AVE & MORELAND RD;  UPPER MORELAND; Station 381; 2018-07-05 @ 08:55:37;,19090.0,EMS: DIZZINESS,2018-07-05 08:55:37,UPPER MORELAND,PARK AVE & MORELAND RD,1
40.2619933,-75.6419436,POPLAR ST & DIAMOND ST;  UPPER POTTSGROVE; Station 329B; 2018-12-16 @ 12:41:23;,19464.0,EMS: GENERAL WEAKNESS,2018-12-16 12:41:23,UPPER POTTSGROVE,POPLAR ST & DIAMOND ST,1
40.2403629,-75.2325979,UPPER STATE RD & HORSHAM RD; MONTGOMERY; 2018-12-19 @ 08:29:50;,19454.0,Traffic: VEHICLE ACCIDENT -,2018-12-19 08:29:50,MONTGOMERY,UPPER STATE RD & HORSHAM RD,1
40.3378613,-75.5906275,CONGO RD & LINSENBEIDLER RD; DOUGLASS; 2019-08-03 @ 09:09:23-Station:STA67;,19525.0,Fire: FIRE SPECIAL SERVICE,2019-08-03 09:09:23,DOUGLASS,CONGO RD & LINSENBEIDLER RD,1
40.1532684,-75.1895576,PENNSYLVANIA TPKE & SUSQUEHANNA RD UNDERPASS; UPPER DUBLIN; 2018-04-29 @ 08:38:07;,,Traffic: VEHICLE ACCIDENT -,2018-04-29 08:38:07,UPPER DUBLIN,PENNSYLVANIA TPKE & SUSQUEHANNA RD UNDERPASS,1
40.2007702,-75.3460505,EXTENSION PENNSYLVANIA TPKE & SCHULTZ RD UNDERPASS; WORCESTER; 2019-10-05 @ 17:39:18;,19446.0,Traffic: ROAD OBSTRUCTION -,2019-10-05 17:39:18,WORCESTER,EXTENSION PENNSYLVANIA TPKE & SCHULTZ RD UNDERPASS,1
40.1022557,-75.2028008,HAWS LN & FRASER RD;  SPRINGFIELD; Station 351A; 2020-02-26 @ 14:47:21;,19038.0,EMS: RESPIRATORY EMERGENCY,2020-02-26 14:47:21,SPRINGFIELD,HAWS LN & FRASER RD,1
40.0972222,-75.3761952,SCHUYLKILL EXPY & WEADLEY RD OVERPASS; UPPER MERION; 2018-12-24 @ 10:48:04;,,Traffic: VEHICLE ACCIDENT -,2018-12-24 10:48:04,UPPER MERION,SCHUYLKILL EXPY & WEADLEY RD OVERPASS,1
40.001465,-75.2367383,LATCHS LN & MAPLE AVE;  LOWER MERION; Station 313; 2020-03-02 @ 16:34:28;,19004.0,EMS: ALLERGIC REACTION,2020-03-02 16:34:28,LOWER MERION,LATCHS LN & MAPLE AVE,1
40.1147453,-75.2854469,GERMANTOWN PIKE & LAUNFALL RD;  PLYMOUTH; Station 308; 2017-05-30 @ 11:00:40;,19462.0,EMS: FALL VICTIM,2017-05-30 11:00:40,PLYMOUTH,GERMANTOWN PIKE & LAUNFALL RD,1
40.1263516,-75.3308287,WILLOW ST & HEAVNER ALY; NORRISTOWN; 2020-06-23 @ 20:51:16-Station:STA27;,19401.0,Fire: GAS-ODOR/LEAK,2020-06-23 20:51:16,NORRISTOWN,WILLOW ST & HEAVNER ALY,1
40.3042777,-75.4205004,SUMNEYTOWN PIKE & LONG MILL RD; UPPER SALFORD; 2017-09-04 @ 18:10:48;,19438.0,Traffic: VEHICLE ACCIDENT -,2017-09-04 18:10:48,UPPER SALFORD,SUMNEYTOWN PIKE & LONG MILL RD,1
40.1190244,-75.1906437,WALNUT AVE & ORLEMANN AVE; SPRINGFIELD; 2019-06-21 @ 09:42:20;,19075.0,Traffic: VEHICLE ACCIDENT -,2019-06-21 09:42:20,SPRINGFIELD,WALNUT AVE & ORLEMANN AVE,1
40.1174505,-75.3138268,TERRACE RD & SANDY HILL RD;  PLYMOUTH; Station 308; 2019-07-29 @ 15:43:22;,19462.0,EMS: FRACTURE,2019-07-29 15:43:22,PLYMOUTH,TERRACE RD & SANDY HILL RD,1
40.3022405,-75.5264917,DOGWOOD CT & FREDERICK DR;  UPPER FREDERICK; Station 308C; 2019-08-29 @ 11:09:47;,19435.0,EMS: FALL VICTIM,2019-08-29 11:09:47,UPPER FREDERICK,DOGWOOD CT & FREDERICK DR,1
40.1078452,-75.3242012,ROSS ST & RICHARDSON ST;  PLYMOUTH; Station 308A; 2019-08-10 @ 12:01:28;,19462.0,EMS: ABDOMINAL PAINS,2019-08-10 12:01:28,PLYMOUTH,ROSS ST & RICHARDSON ST,1
40.2694794,-75.3311661,DERSTINE RD & KIMBERLY WAY;  HATFIELD TOWNSHIP; Station 345; 2020-02-24 @ 03:32:41;,19440.0,EMS: RESPIRATORY EMERGENCY,2020-02-24 03:32:41,HATFIELD TOWNSHIP,DERSTINE RD & KIMBERLY WAY,1
40.2508569,-75.2485862,CAROL CT & DYLAN DR;  MONTGOMERY; Station 345; 2020-03-14 @ 12:17:19;,19446.0,EMS: ASSAULT VICTIM,2020-03-14 12:17:19,MONTGOMERY,CAROL CT & DYLAN DR,1
39.9980043,-75.2363519,EDGEHILL RD & OLD LANCASTER RD; LOWER MERION; 2018-09-27 @ 14:20:29;,19066.0,Traffic: VEHICLE ACCIDENT -,2018-09-27 14:20:29,LOWER MERION,EDGEHILL RD & OLD LANCASTER RD,1
40.0354582,-75.2560428,HOLLOW RD & RAMP I76 WB TO HOLLOW RD; LOWER MERION; 2018-01-12 @ 11:58:17;,19072.0,Traffic: HAZARDOUS ROAD CONDITIONS -,2018-01-12 11:58:17,LOWER MERION,HOLLOW RD & RAMP I76 WB TO HOLLOW RD,1
40.1192546,-75.2362381,PENNSYLVANIA TPKE & RR UNDERPASS;  WHITEMARSH; Station 308; 2016-11-11 @ 16:26:05;,,EMS: VEHICLE ACCIDENT,2016-11-11 16:26:05,WHITEMARSH,PENNSYLVANIA TPKE & RR UNDERPASS,1
40.3109344,-75.6123391,GILBERTSVILLE RD & DIEHL DR;  DOUGLASS; Station 332; 2016-12-22 @ 01:56:24;,19525.0,EMS: GENERAL WEAKNESS,2016-12-22 01:56:24,DOUGLASS,GILBERTSVILLE RD & DIEHL DR,1
40.2593088,-75.6397117,LOGAN ST & WILSON ST; POTTSTOWN; 2019-08-14 @ 16:35:08;,19464.0,Traffic: VEHICLE ACCIDENT -,2019-08-14 16:35:08,POTTSTOWN,LOGAN ST & WILSON ST,1
40.1847975,-75.286879,TWIN SILO DR & MORRIS RD;  WHITPAIN; Station 385; 2017-11-12 @ 11:14:12;,19422.0,EMS: FALL VICTIM,2017-11-12 11:14:12,WHITPAIN,TWIN SILO DR & MORRIS RD,1
40.2461306,-75.5075982,LIMERICK RD & MINE RUN RD;  LIMERICK; Station 324A; 2017-01-07 @ 14:33:10;,19473.0,EMS: RESPIRATORY EMERGENCY,2017-01-07 14:33:10,LIMERICK,LIMERICK RD & MINE RUN RD,1
40.0972222,-75.3761952,GULPH RD & TURNPIKE OVERPASS; UPPER MERION; 2018-05-02 @ 19:20:06;,,Traffic: VEHICLE ACCIDENT -,2018-05-02 19:20:06,UPPER MERION,GULPH RD & TURNPIKE OVERPASS,1
40.1074003,-75.113206,THE FAIRWAY  & RYDAL RD; ABINGTON; 2017-06-09 @ 06:57:12;,19046.0,Traffic: VEHICLE ACCIDENT -,2017-06-09 06:57:12,ABINGTON,THE FAIRWAY  & RYDAL RD,1
40.1156031,-75.3472873,W MAIN ST & BARBADOES ST; NORRISTOWN; 2018-01-01 @ 10:52:33;,19401.0,Traffic: VEHICLE ACCIDENT -,2018-01-01 10:52:33,NORRISTOWN,W MAIN ST & BARBADOES ST,1
40.2453741,-75.6496302,EVANS ST & RR UNDERPASS;  POTTSTOWN; Station 329; 2016-02-05 @ 11:50:14;,,EMS: LACERATIONS,2016-02-05 11:50:14,POTTSTOWN,EVANS ST & RR UNDERPASS,1
40.0812601,-75.1370254,VALLEY RD & RR OVERPASS; CHELTENHAM; 2016-09-13 @ 16:46:52-Station:STA3;,,Fire: FIRE ALARM,2016-09-13 16:46:52,CHELTENHAM,VALLEY RD & RR OVERPASS,1
40.01339,-75.265595,MONTGOMERY AVE & BRYN MAWR AVE; LOWER MERION; 2018-06-08 @ 05:33:56-Station:STA28;,19072.0,Fire: GAS-ODOR/LEAK,2018-06-08 05:33:56,LOWER MERION,MONTGOMERY AVE & BRYN MAWR AVE,1
40.0012678,-75.2263827,CONSHOHOCKEN STATE RD & E CITY AVE;  LOWER MERION; Station 313; 2019-12-25 @ 21:39:05;,19004.0,EMS: CARDIAC EMERGENCY,2019-12-25 21:39:05,LOWER MERION,CONSHOHOCKEN STATE RD & E CITY AVE,1
40.2336492,-75.5339247,HUNSBERGER DR & EGOLF DR;  LIMERICK; Station 324A; 2017-04-26 @ 15:02:10;,19468.0,EMS: FALL VICTIM,2017-04-26 15:02:10,LIMERICK,HUNSBERGER DR & EGOLF DR,1
40.1348382,-75.1834189,RAMP PENNSYLVANIA AVE TO I276 & RAMP PENNSYLVANIA TO I276; UPPER DUBLIN; 2018-10-27 @ 22:36:51;,,Traffic: VEHICLE ACCIDENT -,2018-10-27 22:36:51,UPPER DUBLIN,RAMP PENNSYLVANIA AVE TO I276 & RAMP PENNSYLVANIA TO I276,1
40.0012604,-75.2762738,LANCASTER AVE & E WYNNEWOOD RD; LOWER MERION; 2018-11-18 @ 17:25:20;,19096.0,Traffic: VEHICLE ACCIDENT -,2018-11-18 17:25:20,LOWER MERION,LANCASTER AVE & E WYNNEWOOD RD,1
40.0369851,-75.2748602,VAUGHANS LN; LOWER MERION; 2017-09-14 @ 17:12:35-Station:STA24;,19035.0,Fire: VEHICLE FIRE,2017-09-14 17:12:35,LOWER MERION,VAUGHANS LN,1
40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2017-04-13 @ 10:51:37;,19438.0,EMS: FALL VICTIM,2017-04-13 10:51:37,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,1
40.0875677,-75.4055591,N GULPH RD;  UPPER MERION; Station 317; 2017-10-20 @ 12:09:08;,,EMS: VEHICLE ACCIDENT,2017-10-20 12:09:08,UPPER MERION,N GULPH RD,1
40.0890326,-75.2167989,PENNSYLVANIA TPKE & STENTON AVE UNDERPASS; WHITEMARSH; 2019-07-31 @ 17:19:34;,19038.0,Traffic: DISABLED VEHICLE -,2019-07-31 17:19:34,WHITEMARSH,PENNSYLVANIA TPKE & STENTON AVE UNDERPASS,1
40.2363181,-75.3351532,IVYWOOD WAY & CANTERBURY DR;  TOWAMENCIN; Station 345B; 2017-01-16 @ 18:55:38;,19446.0,EMS: MEDICAL ALERT ALARM,2017-01-16 18:55:38,TOWAMENCIN,IVYWOOD WAY & CANTERBURY DR,1
40.1084607,-75.3238676,RIDGE PIKE & ROSS ST;  PLYMOUTH; Station 308A; 2017-04-11 @ 07:26:50;,19462.0,EMS: RESPIRATORY EMERGENCY,2017-04-11 07:26:50,PLYMOUTH,RIDGE PIKE & ROSS ST,1
40.0520889,-75.3167429,CANTERBURY LN & EXETER CRST; LOWER MERION; 2016-10-19 @ 14:44:57-Station:STA23;,19085.0,Fire: FIRE ALARM,2016-10-19 14:44:57,LOWER MERION,CANTERBURY LN & EXETER CRST,1
40.2489269,-75.6404302,HALE ST & SPRUCE ALY;  POTTSTOWN; Station 329; 2019-12-09 @ 18:26:50;,19464.0,EMS: FALL VICTIM,2019-12-09 18:26:50,POTTSTOWN,HALE ST & SPRUCE ALY,1
40.2007702,-75.3460505,DEEP MEADOW LN & DEAD END;  WORCESTER; Station 345B; 2017-06-11 @ 04:46:39;,19446.0,EMS: CARDIAC EMERGENCY,2017-06-11 04:46:39,WORCESTER,DEEP MEADOW LN & DEAD END,1
40.0810063,-75.3161537,CONSHOHOCKEN RD & OLD ELM ST; PLYMOUTH; 2016-02-17 @ 22:25:44;,19428.0,Traffic: DISABLED VEHICLE -,2016-02-17 22:25:44,PLYMOUTH,CONSHOHOCKEN RD & OLD ELM ST,1
40.4106035,-75.4736714,GERYVILLE PIKE & RT663;  UPPER HANOVER; Station 369; 2017-12-22 @ 11:15:53;,18073.0,EMS: UNKNOWN MEDICAL EMERGENCY,2017-12-22 11:15:53,UPPER HANOVER,GERYVILLE PIKE & RT663,1
40.2310256,-75.5221306,N LIMERICK RD & W RIDGE PIKE; LIMERICK; 2020-04-16 @ 16:48:00;,19468.0,Traffic: VEHICLE ACCIDENT -,2020-04-16 16:48:00,LIMERICK,N LIMERICK RD & W RIDGE PIKE,1
40.1379692,-75.2493426,FARRIER LN & FARM DR;  WHITPAIN; Station 385; 2019-12-09 @ 18:03:32;,19422.0,EMS: MEDICAL ALERT ALARM,2019-12-09 18:03:32,WHITPAIN,FARRIER LN & FARM DR,1
40.121497,-75.3399048,RT202 BYP ; NORRISTOWN; 2018-11-14 @ 14:51:25;,,Traffic: DISABLED VEHICLE -,2018-11-14 14:51:25,NORRISTOWN,RT202 BYP,1
40.0050917,-75.2183892,E CITY AVE & KINGS GRANT DR; LOWER MERION; 2016-10-28 @ 16:34:30;,19004.0,Traffic: VEHICLE ACCIDENT -,2016-10-28 16:34:30,LOWER MERION,E CITY AVE & KINGS GRANT DR,1
40.3559695,-75.5305518,HILL RD & KULP RD; NEW HANOVER; 2017-04-28 @ 15:25:35-Station:STA37;,18074.0,Fire: FIRE INVESTIGATION,2017-04-28 15:25:35,NEW HANOVER,HILL RD & KULP RD,1
40.2472854,-75.6592033,COLLEGE DR & W HIGH ST; POTTSTOWN; 2016-02-26 @ 23:08:26;,19464.0,Traffic: DISABLED VEHICLE -,2016-02-26 23:08:26,POTTSTOWN,COLLEGE DR & W HIGH ST,1
40.2420917,-75.548438,AIRPORT RD & RIDGE PIKE; LIMERICK; 2018-09-26 @ 16:27:21-Station:STA54;,19464.0,Fire: FIRE ALARM,2018-09-26 16:27:21,LIMERICK,AIRPORT RD & RIDGE PIKE,1
40.1020429,-75.3794049,VALLEY FORGE RD & KEEBLER RD; UPPER MERION; 2019-08-01 @ 20:13:09;,19406.0,Traffic: VEHICLE FIRE -,2019-08-01 20:13:09,UPPER MERION,VALLEY FORGE RD & KEEBLER RD,1
40.3846553,-75.5469822,PAPERMILL RD ; MONTGOMERY; 2019-01-25 @ 17:10:22;,,Traffic: ROAD OBSTRUCTION -,2019-01-25 17:10:22,MONTGOMERY,PAPERMILL RD,1
40.2513703,-75.4657098,PERKIOMEN AVE & 3RD ST; SCHWENKSVILLE; 2016-02-28 @ 18:30:32-Station:STA73;,19473.0,Fire: VEHICLE FIRE,2016-02-28 18:30:32,SCHWENKSVILLE,PERKIOMEN AVE & 3RD ST,1
40.1230822,-75.3541897,NOBLE ST & DEAD END;  NORRISTOWN; Station 308A; 2020-06-29 @ 15:14:56;,19401.0,EMS: CARDIAC EMERGENCY,2020-06-29 15:14:56,NORRISTOWN,NOBLE ST & DEAD END,1
40.1723141,-75.4927278,RT422  & RAMP TOWNSHIP LINE RD TO RT422 EB; UPPER PROVIDENCE; 2020-01-30 @ 21:18:21;,,Traffic: VEHICLE ACCIDENT -,2020-01-30 21:18:21,UPPER PROVIDENCE,RT422  & RAMP TOWNSHIP LINE RD TO RT422 EB,1
40.0439074,-75.2754998,MONK RD & BEAUMONT DR; LOWER MERION; 2017-09-20 @ 15:20:43;,19035.0,Traffic: ROAD OBSTRUCTION -,2017-09-20 15:20:43,LOWER MERION,MONK RD & BEAUMONT DR,1
40.0823492,-75.1613157,LIMEKILN PIKE & GREENWOOD AVE; CHELTENHAM; 2018-01-24 @ 07:36:50;,19095.0,Traffic: DISABLED VEHICLE -,2018-01-24 07:36:50,CHELTENHAM,LIMEKILN PIKE & GREENWOOD AVE,1
40.128223,-75.432117,EGYPT RD & PAWLINGS RD; LOWER PROVIDENCE; 2016-02-14 @ 11:06:08;,19403.0,Traffic: VEHICLE ACCIDENT -,2016-02-14 11:06:08,LOWER PROVIDENCE,EGYPT RD & PAWLINGS RD,1
40.1028787,-75.2825401,SIERRA RD & YELLOWSTONE RD; PLYMOUTH; 2019-08-09 @ 06:49:44-Station:STA44;,19462.0,Fire: FIRE ALARM,2019-08-09 06:49:44,PLYMOUTH,SIERRA RD & YELLOWSTONE RD,1
40.0871206,-75.0937403,HUNTINGDON PIKE & PASADENA AVE;  ABINGTON; Station 382; 2016-07-08 @ 14:28:35;,19046.0,EMS: CARDIAC EMERGENCY,2016-07-08 14:28:35,ABINGTON,HUNTINGDON PIKE & PASADENA AVE,1
40.1501003,-75.3974394,RIDGE PIKE & SUNNYSIDE AVE; LOWER PROVIDENCE; 2018-09-12 @ 13:52:18;,19403.0,Traffic: VEHICLE ACCIDENT -,2018-09-12 13:52:18,LOWER PROVIDENCE,RIDGE PIKE & SUNNYSIDE AVE,1
40.2793331,-75.6472439,PRIMROSE LN & HEATHER PL;  UPPER POTTSGROVE; Station 332; 2018-12-03 @ 20:26:28;,19464.0,EMS: UNCONSCIOUS SUBJECT,2018-12-03 20:26:28,UPPER POTTSGROVE,PRIMROSE LN & HEATHER PL,1
40.119318,-75.3522687,KOHN ST & W AIRY ST;  NORRISTOWN; Station 308A; 2018-02-26 @ 12:46:10;,19401.0,EMS: SUBJECT IN PAIN,2018-02-26 12:46:10,NORRISTOWN,KOHN ST & W AIRY ST,1
40.2891989,-75.3096326,HOLIDAY AVE & GROVE AVE;  HATFIELD TOWNSHIP; Station 345; 2018-03-18 @ 07:41:40;,19440.0,EMS: CVA/STROKE,2018-03-18 07:41:40,HATFIELD TOWNSHIP,HOLIDAY AVE & GROVE AVE,1
40.1213415,-75.1336768,SUSQUEHANNA RD;  ABINGTON; Station 382; 2018-08-15 @ 13:42:42;,,EMS: UNCONSCIOUS SUBJECT,2018-08-15 13:42:42,ABINGTON,SUSQUEHANNA RD,1
40.0745747,-75.2985027,SPRING MILL AVE & E 5TH AVE;  CONSHOHOCKEN; Station 313A; 2020-05-16 @ 15:37:38;,19428.0,EMS: MEDICAL ALERT ALARM,2020-05-16 15:37:38,CONSHOHOCKEN,SPRING MILL AVE & E 5TH AVE,1
